,householdID,est_inc_USD,est_netw_USD,hhold_field,hhold_oldest,hhold_pax,hhold_youngest,homeState,hhold_car,stream_subs,primary
6049,6050,88516.0,448062.0,Govt,46,3,14,Maine,Pickup,3,consume
6050,6051,142028.0,585963.0,Tech,46,3,14,Maine,SUV,4,consume
6051,6052,96528.0,468994.0,Tech,39,5,11,Maine,Sedan,5,entertain
6052,6053,133898.0,449328.0,Tech,50,2,15,Maine,SUV,4,consume
6053,6054,93225.0,484982.0,Finance,41,9,9,Maine,SUV,5,entertain
6054,6055,65326.0,455315.0,Govt,41,6,8,Maine,SUV,5,consume
6055,6056,96213.0,517953.0,Education,48,5,13,New York,SUV,3,entertain
6056,6057,62281.0,458774.0,Govt,48,2,16,Maine,SUV,5,entertain
6057,6058,110135.0,638930.0,Services,52,2,16,Maine,SUV,3,consume
6058,6059,74983.0,501533.0,Services,44,3,15,Vermont,SUV,4,entertain
6059,6060,71092.0,440872.0,Govt,49,5,12,New Hampshire,Sedan,0,consume
6060,6061,140638.0,556722.0,Finance,45,4,10,New Hampshire,,4,consume
6061,6062,42661.0,407081.0,Govt,42,7,13,New York,Sedan,4,entertain
6062,6063,83139.0,450943.0,Finance,36,7,11,New Hampshire,LuxurySedan,5,entertain
6063,6064,120706.0,532101.0,Finance,46,2,14,Maine,LuxurySedan,4,consume
6064,6065,91484.0,473803.0,Govt,54,5,15,New Hampshire,Sedan,3,consume
6065,6066,130769.0,483471.0,Tech,48,7,17,US_Other,LuxurySedan,5,consume
6066,6067,101086.0,365145.0,Finance,42,2,16,Maine,Sedan,4,entertain
6067,6068,80997.0,465396.0,Education,52,7,17,Maine,Sedan,3,entertain
6068,6069,131207.0,544205.0,Finance,43,1,43,Maine,LuxurySedan,5,consume
6069,6070,41797.0,438344.0,Govt,45,2,10,Maine,Sedan,6,entertain
6070,6071,124480.0,460884.0,Finance,46,5,10,Maine,SUV,2,entertain
6071,6072,77289.0,514518.0,Education,40,6,15,Ontario,,3,consume
6072,6073,107312.0,483050.0,Tech,47,7,9,Maine,LuxurySedan,3,entertain
6073,6074,106978.0,557011.0,Services,40,6,12,Maine,SUV,3,entertain
6074,6075,108998.0,455574.0,Tech,42,4,12,New Hampshire,LuxurySedan,2,entertain
6075,6076,104451.0,471386.0,Finance,44,5,14,Maine,SUV,6,consume
6076,6077,62949.0,268224.0,Tech,46,6,5,Maine,Sedan,2,entertain
6077,6078,88884.0,409296.0,Services,41,3,9,Maine,SUV,5,entertain
6078,6079,113152.0,460271.0,Tech,56,7,13,Maine,LuxurySedan,0,consume
6079,6080,69824.0,292239.0,Tech,42,8,16,New Hampshire,Sedan,5,entertain
6080,6081,90014.0,409184.0,Finance,49,5,17,Rhode Island,SUV,4,entertain
6081,6082,100215.0,516236.0,Services,50,1,50,Maine,Sedan,3,consume
6082,6083,109384.0,472794.0,Finance,39,5,18,Maine,Sedan,1,consume
6083,6084,113193.0,455063.0,Tech,47,2,18,New Hampshire,SUV,3,entertain
6084,6085,103435.0,550322.0,Govt,43,6,12,Vermont,LuxurySedan,5,entertain
6085,6086,76121.0,425935.0,Govt,45,6,7,Maine,SUV,3,consume
6086,6087,41716.0,344366.0,Govt,39,1,39,Maine,SUV,7,consume
6087,6088,59702.0,324402.0,Services,38,6,11,Maine,Sedan,3,entertain
6088,6089,144821.0,542763.0,Finance,49,2,15,Maine,SUV,3,consume
6089,6090,80838.0,391095.0,Other,49,3,12,Maine,Compact/Hybrid,4,entertain
6090,6091,76078.0,451402.0,Services,44,4,13,Maine,Sedan,2,entertain
6091,6092,98893.0,457888.0,Manufacturing,48,1,48,Maine,Sedan,6,entertain
6092,6093,86253.0,469980.0,Education,39,2,21,New Hampshire,LuxurySedan,5,consume
6093,6094,79744.0,499641.0,Govt,44,5,12,New Hampshire,SUV,3,consume
6094,6095,41913.0,320690.0,Govt,46,4,16,Maine,SUV,5,consume
6095,6096,101873.0,466862.0,Finance,51,5,9,Vermont,LuxurySedan,3,entertain
6096,6097,76716.0,486484.0,Govt,45,5,9,Maine,Pickup,2,consume
6097,6098,128416.0,430130.0,Tech,41,1,41,Maine,Compact/Hybrid,2,consume
6098,6099,76376.0,459918.0,Services,44,3,17,Quebec,LuxurySedan,3,consume
6099,6100,148687.0,494964.0,Tech,41,8,10,Maine,,6,consume
6100,6101,46378.0,381353.0,Govt,45,5,12,New Hampshire,Sedan,6,consume
6101,6102,122955.0,534048.0,Govt,53,4,13,New Hampshire,LuxurySedan,6,consume
6102,6103,124914.0,487760.0,Tech,44,4,11,Connecticut,Sedan,0,consume
6103,6104,83360.0,381248.0,Education,51,5,14,Rhode Island,Sedan,5,entertain
6104,6105,84024.0,479777.0,Finance,48,3,9,Vermont,SUV,4,entertain
6105,6106,77220.0,452322.0,Education,50,4,25,Maine,SUV,4,entertain
6106,6107,80911.0,463912.0,Services,44,4,13,New York,LuxurySedan,7,consume
6107,6108,89770.0,501930.0,Govt,49,2,14,Vermont,SUV,2,entertain
6108,6109,72758.0,446682.0,Govt,44,3,14,Maine,,4,consume
6109,6110,77187.0,470057.0,Govt,40,7,15,New Hampshire,Pickup,7,entertain
6110,6111,74719.0,408233.0,Finance,40,5,11,New Hampshire,SUV,3,entertain
6111,6112,117644.0,422228.0,Finance,40,3,6,Maine,LuxurySedan,6,entertain
6112,6113,145320.0,645483.0,Finance,46,3,16,New York,Sedan,0,consume
6113,6114,103458.0,393596.0,Finance,51,4,17,New York,Compact/Hybrid,3,entertain
6114,6115,123489.0,428573.0,Tech,46,2,6,Maine,Sedan,5,consume
6115,6116,122913.0,533789.0,Finance,46,5,13,Ontario,SUV,5,consume
6116,6117,99361.0,467953.0,Services,48,4,18,Rhode Island,Pickup,6,entertain
6117,6118,29091.0,300933.0,Govt,41,4,10,Maine,SUV,3,entertain
6118,6119,124045.0,449763.0,Finance,36,5,8,Rhode Island,SUV,1,entertain
6119,6120,116614.0,439028.0,Tech,40,5,10,New Hampshire,SUV,4,entertain
6120,6121,114210.0,485760.0,Finance,46,7,8,Maine,LuxurySedan,3,consume
6121,6122,74517.0,553961.0,Govt,49,3,13,New York,SUV,5,consume
6122,6123,101585.0,467395.0,Services,47,4,12,Connecticut,LuxurySedan,3,entertain
6123,6124,99488.0,463751.0,Govt,45,6,21,New York,SUV,3,entertain
6124,6125,101491.0,390046.0,Finance,43,3,10,Vermont,SUV,3,consume
6125,6126,82780.0,463951.0,Services,50,7,15,New Hampshire,Compact/Hybrid,3,entertain
6126,6127,98662.0,446364.0,Tech,46,6,13,Maine,SUV,3,entertain
6127,6128,99117.0,398044.0,Finance,34,5,10,Maine,SUV,4,entertain
6128,6129,114691.0,503673.0,Tech,43,4,10,New Hampshire,Sedan,5,entertain
6129,6130,117720.0,468188.0,Finance,52,3,20,Ontario,SUV,3,consume
6130,6131,101346.0,473649.0,Finance,45,6,21,Ontario,SUV,4,entertain
6131,6132,92070.0,577523.0,Services,43,2,15,Ontario,SUV,3,entertain
6132,6133,78637.0,487020.0,Govt,48,6,6,Quebec,SUV,4,consume
6133,6134,141573.0,398649.0,Tech,44,3,11,US_Other,LuxurySedan,3,consume
6134,6135,80696.0,416379.0,Other,50,4,15,New Hampshire,,1,consume
6135,6136,121868.0,549665.0,Education,44,5,6,Maine,SUV,5,entertain
6136,6137,85497.0,393931.0,Govt,43,3,15,Ontario,Sedan,2,consume
6137,6138,60457.0,443524.0,Govt,47,7,11,Maine,SUV,6,consume
6138,6139,91996.0,462093.0,Finance,46,4,5,Vermont,LuxurySedan,6,entertain
6139,6140,93489.0,422985.0,Finance,39,6,10,Maine,SUV,4,entertain
6140,6141,98380.0,502547.0,Tech,38,6,12,US_Other,LuxurySedan,3,entertain
6141,6142,81159.0,396554.0,Other,45,3,15,New Hampshire,SUV,1,entertain
6142,6143,98821.0,464383.0,Services,50,3,18,Ontario,Sedan,4,entertain
6143,6144,114501.0,509907.0,Govt,45,4,12,Maine,Sedan,4,consume
6144,6145,135936.0,504199.0,Finance,47,3,11,Massachusetts,Pickup,7,consume
6145,6146,111375.0,518084.0,Education,46,4,14,US_Other,Pickup,5,consume
6146,6147,137898.0,601092.0,Finance,49,4,10,Maine,Compact/Hybrid,7,consume
6147,6148,110694.0,551326.0,Other,41,8,11,Rhode Island,LuxurySedan,6,entertain
6148,6149,49091.0,336093.0,Manufacturing,41,4,15,New York,SUV,3,consume
6149,6150,68323.0,474156.0,Services,41,6,11,Rhode Island,Sedan,3,entertain
6150,6151,92486.0,465161.0,Finance,48,5,11,Maine,SUV,6,consume
6151,6152,133133.0,499461.0,Finance,40,5,8,Massachusetts,Compact/Hybrid,5,consume
6152,6153,108028.0,571786.0,Govt,45,2,21,New Hampshire,LuxurySedan,4,consume
6153,6154,57884.0,403333.0,Govt,53,3,15,Vermont,Compact/Hybrid,4,consume
6154,6155,124439.0,417788.0,Finance,47,7,12,Maine,SUV,5,consume
6155,6156,83530.0,327425.0,Education,42,3,19,New Hampshire,SUV,1,consume
6156,6157,118006.0,645118.0,Education,46,4,16,Maine,LuxurySedan,4,entertain
6157,6158,92662.0,519046.0,Services,50,5,15,Massachusetts,Pickup,1,entertain
6158,6159,127796.0,541136.0,Govt,42,3,13,Quebec,SUV,4,entertain
6159,6160,102228.0,436648.0,Finance,45,4,12,Quebec,Compact/Hybrid,6,entertain
6160,6161,88850.0,469900.0,Education,47,6,19,Maine,Sedan,4,entertain
6161,6162,117071.0,469643.0,Finance,37,8,11,Maine,Compact/Hybrid,2,consume
6162,6163,116718.0,510799.0,Govt,42,5,16,Vermont,,3,entertain
6163,6164,132768.0,511647.0,Tech,43,3,16,New Hampshire,LuxurySedan,6,consume
6164,6165,80323.0,477933.0,Govt,41,5,11,New York,Compact/Hybrid,1,consume
6165,6166,72099.0,480976.0,Services,59,4,17,New Hampshire,SUV,2,consume
6166,6167,16511.0,289339.0,Govt,53,2,14,Massachusetts,Pickup,3,entertain
6167,6168,110349.0,482030.0,Services,54,2,16,Rhode Island,LuxurySedan,4,consume
6168,6169,72178.0,406946.0,Govt,49,6,8,Quebec,SUV,5,consume
6169,6170,75394.0,582189.0,Govt,50,5,12,Maine,LuxurySedan,4,entertain
6170,6171,137882.0,576336.0,Govt,66,7,18,New Hampshire,LuxurySedan,3,consume
6171,6172,94338.0,458493.0,Education,48,5,21,Rhode Island,SUV,2,entertain
6172,6173,136831.0,459991.0,Finance,51,3,7,Vermont,SUV,7,consume
6173,6174,84440.0,396925.0,Govt,47,5,15,Maine,SUV,2,entertain
6174,6175,138361.0,555221.0,Education,54,3,14,New Hampshire,SUV,3,entertain
6175,6176,96455.0,540881.0,Education,50,3,20,Ontario,SUV,4,entertain
6176,6177,31681.0,334260.0,Govt,45,4,17,Maine,LuxurySedan,5,entertain
6177,6178,115560.0,638904.0,Services,50,5,12,Vermont,Pickup,4,entertain
6178,6179,70016.0,364108.0,Services,41,6,5,Ontario,LuxurySedan,3,entertain
6179,6180,75420.0,465175.0,Tech,44,6,10,Maine,LuxurySedan,1,entertain
6180,6181,124462.0,548402.0,Services,40,4,12,Maine,LuxurySedan,4,entertain
6181,6182,111719.0,515675.0,Services,43,6,11,Vermont,SUV,4,entertain
6182,6183,60129.0,520895.0,Govt,39,1,39,New Hampshire,Pickup,2,consume
6183,6184,125745.0,559317.0,Education,43,5,13,Maine,LuxurySedan,4,entertain
6184,6185,111914.0,377515.0,Manufacturing,47,1,47,Vermont,SUV,8,consume
6185,6186,75491.0,409750.0,Education,49,2,21,Vermont,Sedan,4,consume
6186,6187,91111.0,489981.0,Services,48,4,12,Maine,SUV,3,entertain
6187,6188,114767.0,480427.0,Finance,46,5,7,Maine,SUV,4,consume
6188,6189,89575.0,458534.0,Education,52,4,15,Maine,Pickup,7,entertain
6189,6190,90319.0,355371.0,Manufacturing,43,1,43,Vermont,LuxurySedan,7,entertain
6190,6191,78486.0,413007.0,Education,49,3,14,Maine,SUV,4,entertain
6191,6192,91031.0,531619.0,Education,46,5,13,Maine,Compact/Hybrid,3,entertain
6192,6193,94954.0,491086.0,Govt,46,4,8,Maine,LuxurySedan,5,entertain
6193,6194,69595.0,383640.0,Services,45,5,12,Vermont,SUV,7,entertain
6194,6195,104663.0,396185.0,Other,48,3,18,Maine,Sedan,5,entertain
6195,6196,79422.0,401364.0,Services,46,5,14,Maine,Compact/Hybrid,3,entertain
6196,6197,46118.0,402295.0,Finance,48,6,6,Ontario,LuxurySedan,4,entertain
6197,6198,125090.0,603183.0,Education,55,8,20,Vermont,LuxurySedan,6,consume
6198,6199,134053.0,485055.0,Finance,42,2,13,New Hampshire,Compact/Hybrid,5,consume
6199,6200,77733.0,497502.0,Tech,40,7,10,New York,LuxurySedan,6,entertain
6200,6201,56464.0,434672.0,Govt,41,5,7,Maine,Sedan,5,entertain
6201,6202,74583.0,485212.0,Services,49,5,17,Maine,SUV,4,entertain
6202,6203,103208.0,592034.0,Services,50,10,14,Ontario,LuxurySedan,7,entertain
6203,6204,120063.0,493818.0,Education,47,3,7,Maine,SUV,1,entertain
6204,6205,58980.0,438813.0,Other,53,5,15,New Hampshire,SUV,0,consume
6205,6206,93841.0,511853.0,Education,48,7,17,Massachusetts,Compact/Hybrid,6,entertain
6206,6207,81275.0,429214.0,Services,42,5,14,Maine,Pickup,5,entertain
6207,6208,124668.0,373931.0,Tech,51,3,8,New Hampshire,SUV,3,consume
6208,6209,56921.0,313895.0,Finance,46,5,15,Rhode Island,LuxurySedan,2,entertain
6209,6210,111497.0,447123.0,Finance,43,4,11,New York,Pickup,3,consume
6210,6211,97503.0,500566.0,Govt,44,5,11,New York,LuxurySedan,3,entertain
6211,6212,83095.0,453883.0,Manufacturing,46,6,14,Vermont,LuxurySedan,6,entertain
6212,6213,115930.0,590615.0,Services,51,4,12,Ontario,SUV,3,entertain
6213,6214,86122.0,500013.0,Education,50,3,13,Ontario,Sedan,0,consume
6214,6215,106927.0,386732.0,Finance,44,4,14,Massachusetts,SUV,5,consume
6215,6216,77205.0,516102.0,Govt,47,8,8,New Hampshire,Pickup,0,entertain
6216,6217,100406.0,403539.0,Finance,45,3,8,Maine,,3,entertain
6217,6218,117363.0,607134.0,Manufacturing,48,6,9,Maine,Sedan,4,entertain
6218,6219,88393.0,486185.0,Services,30,4,18,Quebec,Sedan,2,entertain
6219,6220,90158.0,400961.0,Finance,46,4,7,Vermont,Compact/Hybrid,3,entertain
6220,6221,90639.0,440189.0,Other,46,3,15,US_Other,Compact/Hybrid,5,entertain
6221,6222,75184.0,412460.0,Finance,52,4,10,Quebec,LuxurySedan,3,entertain
6222,6223,117759.0,538670.0,Finance,42,4,13,Massachusetts,Pickup,5,entertain
6223,6224,87081.0,492004.0,Services,52,6,12,Maine,SUV,3,consume
6224,6225,32316.0,311108.0,Education,47,5,22,US_Other,Sedan,7,entertain
6225,6226,47744.0,347716.0,Education,48,2,12,Maine,Sedan,7,entertain
6226,6227,98564.0,490704.0,Manufacturing,46,5,11,Massachusetts,LuxurySedan,3,entertain
6227,6228,125092.0,499084.0,Tech,43,5,8,New Hampshire,Sedan,3,entertain
6228,6229,147055.0,548620.0,Finance,51,4,18,Maine,LuxurySedan,5,consume
6229,6230,37274.0,423091.0,Govt,46,5,17,Vermont,Compact/Hybrid,4,entertain
6230,6231,100073.0,424203.0,Services,55,6,20,Quebec,SUV,1,consume
6231,6232,110774.0,508674.0,Finance,44,6,4,New York,SUV,3,consume
6232,6233,90813.0,403785.0,Tech,47,3,11,US_Other,Sedan,2,entertain
6233,6234,60775.0,377778.0,Education,42,1,42,Maine,Pickup,6,entertain
6234,6235,65534.0,449424.0,Education,40,1,40,Massachusetts,LuxurySedan,5,entertain
6235,6236,111841.0,523748.0,Govt,48,5,17,US_Other,Sedan,3,consume
6236,6237,19602.0,304879.0,Govt,46,4,13,Maine,Sedan,7,consume
6237,6238,79667.0,533069.0,Services,50,3,16,Vermont,Compact/Hybrid,4,entertain
6238,6239,55923.0,390335.0,Services,49,4,17,Vermont,SUV,8,entertain
6239,6240,82727.0,537099.0,Finance,43,6,14,Maine,Pickup,4,entertain
6240,6241,136524.0,546061.0,Finance,39,3,17,Maine,LuxurySedan,5,consume
6241,6242,122986.0,461357.0,Tech,40,5,8,New Hampshire,LuxurySedan,8,consume
6242,6243,144979.0,460173.0,Finance,39,3,10,Maine,SUV,6,entertain
6243,6244,124774.0,515590.0,Tech,50,7,10,Maine,SUV,2,entertain
6244,6245,78217.0,460370.0,Govt,47,5,14,Vermont,SUV,5,entertain
6245,6246,118951.0,556432.0,Education,52,5,15,Maine,SUV,8,entertain
6246,6247,98495.0,486930.0,Govt,48,3,11,US_Other,SUV,5,consume
6247,6248,82344.0,508248.0,Education,48,4,17,New Hampshire,SUV,4,entertain
6248,6249,81056.0,370516.0,Govt,45,6,19,Maine,Sedan,6,consume
6249,6250,118618.0,427477.0,Finance,50,3,16,Maine,LuxurySedan,2,consume
6250,6251,107156.0,518928.0,Govt,44,2,14,Ontario,Sedan,1,entertain
6251,6252,101013.0,463516.0,Finance,41,3,20,Maine,Pickup,7,consume
6252,6253,88090.0,464232.0,Education,39,4,13,Quebec,SUV,1,consume
6253,6254,130674.0,417583.0,Tech,42,2,9,Maine,LuxurySedan,6,consume
6254,6255,141128.0,653878.0,Tech,45,3,12,New York,Pickup,5,consume
6255,6256,62444.0,435893.0,Education,48,4,15,Ontario,Compact/Hybrid,3,entertain
6256,6257,33814.0,435407.0,Tech,44,7,10,New Hampshire,LuxurySedan,3,entertain
6257,6258,110452.0,467348.0,Tech,42,4,10,Maine,SUV,0,entertain
6258,6259,55077.0,347725.0,Services,51,6,14,Vermont,Pickup,4,entertain
6259,6260,76201.0,475033.0,Services,45,6,13,Maine,SUV,0,entertain
6260,6261,58243.0,403270.0,Govt,42,4,10,Ontario,LuxurySedan,5,entertain
6261,6262,62251.0,398765.0,Finance,46,5,7,Vermont,Sedan,3,entertain
6262,6263,76111.0,360901.0,Finance,51,6,15,Maine,Pickup,5,consume
6263,6264,127476.0,603080.0,Services,42,2,15,Rhode Island,Pickup,1,consume
6264,6265,109683.0,586997.0,Services,36,6,18,Maine,,8,entertain
6265,6266,59868.0,470928.0,Govt,52,2,9,Maine,Sedan,3,entertain
6266,6267,160175.0,603387.0,Finance,52,8,13,New Hampshire,SUV,1,consume
6267,6268,105407.0,524276.0,Services,47,2,16,New Hampshire,SUV,7,consume
6268,6269,57477.0,375323.0,Education,38,4,14,Quebec,SUV,2,entertain
6269,6270,138043.0,567174.0,Tech,50,2,18,New Hampshire,Compact/Hybrid,5,entertain
6270,6271,114051.0,493094.0,Finance,46,7,15,Maine,Sedan,3,entertain
6271,6272,118265.0,550210.0,Services,47,4,21,New Hampshire,Sedan,5,consume
6272,6273,46654.0,328469.0,Services,48,2,15,Vermont,SUV,5,entertain
6273,6274,104414.0,568209.0,Education,42,4,15,Rhode Island,Sedan,2,consume
6274,6275,50115.0,342931.0,Education,40,3,15,Maine,Sedan,3,entertain
6275,6276,109358.0,395341.0,Tech,52,5,11,Maine,SUV,3,consume
6276,6277,69489.0,465513.0,Govt,49,3,17,Maine,LuxurySedan,5,entertain
6277,6278,133876.0,422983.0,Finance,47,5,17,New Hampshire,Pickup,5,entertain
6278,6279,24659.0,358518.0,Govt,39,3,14,Massachusetts,LuxurySedan,4,entertain
6279,6280,105382.0,356659.0,Tech,35,4,9,New Hampshire,Sedan,2,consume
6280,6281,87726.0,398837.0,Education,52,5,12,Vermont,Pickup,5,entertain
6281,6282,67871.0,400613.0,Tech,48,7,14,New York,Pickup,5,entertain
6282,6283,155516.0,482784.0,Tech,44,1,44,New York,Sedan,2,consume
6283,6284,111526.0,418268.0,Services,49,6,13,Maine,Sedan,6,consume
6284,6285,84969.0,350108.0,Tech,40,5,10,Maine,Sedan,1,entertain
6285,6286,72658.0,499292.0,Govt,47,3,13,Vermont,SUV,2,entertain
6286,6287,97416.0,531925.0,Govt,43,3,14,Vermont,Compact/Hybrid,3,consume
6287,6288,83053.0,543329.0,Education,41,5,8,Vermont,Sedan,5,entertain
6288,6289,46286.0,391439.0,Govt,39,2,12,Maine,SUV,5,consume
6289,6290,156892.0,547152.0,Tech,42,5,14,Vermont,Pickup,6,entertain
6290,6291,125407.0,516111.0,Tech,34,5,9,New Hampshire,LuxurySedan,7,consume
6291,6292,103976.0,428504.0,Other,48,7,12,Maine,Sedan,4,consume
6292,6293,92919.0,439076.0,Govt,41,2,8,Maine,SUV,2,consume
6293,6294,99333.0,521175.0,Govt,50,4,14,New Hampshire,LuxurySedan,2,entertain
6294,6295,96196.0,406414.0,Govt,48,3,10,Maine,Sedan,3,entertain
6295,6296,118418.0,548261.0,Govt,46,7,15,Quebec,Pickup,4,entertain
6296,6297,125766.0,456380.0,Finance,47,4,16,Maine,SUV,3,consume
6297,6298,90139.0,484930.0,Manufacturing,53,3,18,Vermont,SUV,2,consume
6298,6299,69572.0,533150.0,Govt,41,3,20,New York,Compact/Hybrid,2,entertain
6299,6300,139496.0,500436.0,Finance,41,6,14,Maine,SUV,4,consume
6300,6301,67806.0,393561.0,Tech,49,5,12,US_Other,SUV,4,entertain
6301,6302,71843.0,438137.0,Govt,42,4,17,New Hampshire,SUV,5,entertain
6302,6303,98808.0,400401.0,Finance,43,6,16,New York,SUV,5,consume
6303,6304,119035.0,633276.0,Tech,54,3,6,New Hampshire,Sedan,4,entertain
6304,6305,77199.0,539857.0,Govt,53,5,13,New Hampshire,SUV,7,consume
6305,6306,67645.0,449707.0,Tech,49,6,11,Maine,LuxurySedan,5,entertain
6306,6307,82741.0,543687.0,Govt,46,3,17,New York,SUV,4,entertain
6307,6308,82143.0,412937.0,Education,46,5,16,New York,SUV,4,entertain
6308,6309,100207.0,513221.0,Other,47,5,16,Ontario,Sedan,7,consume
6309,6310,146642.0,619209.0,Finance,34,3,16,Maine,LuxurySedan,4,entertain
6310,6311,46063.0,346121.0,Govt,41,6,14,Rhode Island,SUV,5,entertain
6311,6312,91803.0,465028.0,Services,47,7,12,Can_Other,SUV,3,entertain
6312,6313,87693.0,531382.0,Education,51,5,19,US_Other,Compact/Hybrid,4,entertain
6313,6314,62767.0,476494.0,Govt,44,4,9,Maine,LuxurySedan,5,entertain
6314,6315,57852.0,446380.0,Govt,51,6,11,Maine,SUV,3,consume
6315,6316,101095.0,459237.0,Finance,44,3,14,Quebec,Pickup,2,entertain
6316,6317,88879.0,390673.0,Manufacturing,49,4,15,New York,Sedan,5,consume
6317,6318,80776.0,454127.0,Govt,50,4,14,Maine,SUV,7,entertain
6318,6319,68136.0,412307.0,Services,43,8,14,Massachusetts,LuxurySedan,6,consume
6319,6320,90773.0,440484.0,Education,45,3,14,Maine,SUV,2,entertain
6320,6321,89978.0,416963.0,Tech,37,8,19,Maine,LuxurySedan,5,consume
6321,6322,143461.0,603100.0,Tech,47,3,8,Maine,LuxurySedan,6,consume
6322,6323,82522.0,458593.0,Services,51,3,20,Rhode Island,SUV,5,entertain
6323,6324,85761.0,458397.0,Other,40,5,15,Maine,SUV,4,entertain
6324,6325,118741.0,405701.0,Finance,47,1,47,New Hampshire,SUV,4,entertain
6325,6326,83728.0,463148.0,Govt,44,6,8,Quebec,Sedan,2,entertain
6326,6327,75417.0,437511.0,Govt,50,7,20,Vermont,Compact/Hybrid,3,entertain
6327,6328,82544.0,333080.0,Tech,49,3,13,Rhode Island,LuxurySedan,8,consume
6328,6329,117387.0,531993.0,Govt,42,6,6,Maine,Sedan,4,entertain
6329,6330,106935.0,500580.0,Services,46,8,12,Can_Other,SUV,5,entertain
6330,6331,111745.0,432119.0,Tech,46,3,16,Maine,SUV,0,consume
6331,6332,128132.0,587537.0,Tech,40,7,11,Maine,SUV,6,entertain
6332,6333,63713.0,457922.0,Services,44,2,19,Vermont,Sedan,1,entertain
6333,6334,85271.0,526573.0,Services,51,3,12,Maine,LuxurySedan,3,entertain
6334,6335,76126.0,359557.0,Services,43,4,7,Maine,LuxurySedan,7,entertain
6335,6336,72141.0,389009.0,Govt,45,5,19,New York,SUV,4,entertain
6336,6337,78100.0,412354.0,Manufacturing,49,5,11,Vermont,Sedan,6,entertain
6337,6338,87017.0,486015.0,Govt,46,3,11,Maine,SUV,4,consume
6338,6339,61053.0,599662.0,Govt,44,5,10,Maine,Sedan,5,consume
6339,6340,109071.0,460785.0,Finance,44,8,12,Maine,SUV,3,entertain
6340,6341,123262.0,493527.0,Services,44,4,11,Maine,Sedan,5,entertain
6341,6342,95911.0,522418.0,Tech,41,7,7,Quebec,Sedan,5,entertain
6342,6343,138810.0,558011.0,Tech,40,6,15,Vermont,LuxurySedan,0,consume
6343,6344,66577.0,477910.0,Education,45,6,14,Maine,LuxurySedan,1,entertain
6344,6345,73489.0,437551.0,Other,37,5,4,Maine,LuxurySedan,1,entertain
6345,6346,104115.0,503417.0,Education,41,5,15,Maine,SUV,5,consume
6346,6347,51229.0,322987.0,Govt,51,5,18,Quebec,,7,consume
6347,6348,97886.0,422673.0,Tech,39,1,39,Maine,Sedan,5,consume
6348,6349,86965.0,485542.0,Services,51,3,21,Maine,SUV,2,entertain
6349,6350,100383.0,454141.0,Finance,49,4,9,US_Other,SUV,3,consume
6350,6351,138398.0,515913.0,Finance,51,5,16,Maine,SUV,5,consume
6351,6352,65943.0,407717.0,Education,41,4,14,Maine,Sedan,0,entertain
6352,6353,83526.0,332381.0,Tech,43,3,9,Vermont,SUV,2,entertain
6353,6354,88516.0,476275.0,Govt,51,5,15,Ontario,Sedan,4,consume
6354,6355,43560.0,397374.0,Services,38,5,12,New York,Sedan,3,entertain
6355,6356,88707.0,532318.0,Education,48,5,13,Quebec,SUV,4,entertain
6356,6357,87737.0,440208.0,Govt,50,3,13,Ontario,SUV,5,consume
6357,6358,98735.0,569446.0,Govt,50,6,17,New Hampshire,LuxurySedan,3,entertain
6358,6359,82905.0,525905.0,Tech,50,7,10,US_Other,Sedan,5,entertain
6359,6360,53443.0,417248.0,Govt,38,1,38,US_Other,Sedan,5,consume
6360,6361,185807.0,633933.0,Finance,47,9,18,New Hampshire,LuxurySedan,4,entertain
6361,6362,80805.0,356606.0,Education,44,1,44,Maine,LuxurySedan,2,entertain
6362,6363,110504.0,483845.0,Finance,56,6,16,Vermont,Sedan,3,entertain
6363,6364,72739.0,412178.0,Education,51,4,14,New Hampshire,SUV,2,entertain
6364,6365,89612.0,503190.0,Tech,32,4,14,Maine,Sedan,3,consume
6365,6366,96043.0,465402.0,Education,46,7,18,Maine,SUV,4,consume
6366,6367,105383.0,608046.0,Education,43,5,15,Ontario,Sedan,5,consume
6367,6368,133226.0,565893.0,Finance,48,6,16,New Hampshire,SUV,4,entertain
6368,6369,66422.0,431679.0,Education,45,4,17,Maine,Sedan,2,entertain
6369,6370,137242.0,464540.0,Finance,55,3,13,Vermont,SUV,3,consume
6370,6371,78916.0,548631.0,Education,47,6,13,Maine,SUV,5,consume
6371,6372,83027.0,398622.0,Govt,32,2,13,New York,Compact/Hybrid,4,entertain
6372,6373,105876.0,461202.0,Manufacturing,37,1,37,Vermont,,2,consume
6373,6374,61714.0,311408.0,Services,45,7,13,Vermont,Pickup,4,consume
6374,6375,114626.0,436346.0,Finance,49,4,11,New Hampshire,Pickup,3,consume
6375,6376,76386.0,372478.0,Govt,43,6,16,Ontario,SUV,5,consume
6376,6377,76855.0,392187.0,Tech,46,3,23,Quebec,Sedan,3,consume
6377,6378,137427.0,572624.0,Govt,39,3,13,Ontario,Compact/Hybrid,4,entertain
6378,6379,92533.0,450647.0,Services,44,3,21,Massachusetts,SUV,8,consume
6379,6380,58588.0,465204.0,Govt,53,2,13,Maine,LuxurySedan,1,consume
6380,6381,123520.0,365697.0,Finance,45,6,13,Ontario,LuxurySedan,5,entertain
6381,6382,73679.0,423314.0,Tech,32,7,6,Connecticut,Sedan,2,entertain
